2022-02-21 22:56:46 startup archives install
2022-02-21 22:58:52 startup packages configure
2022-02-21 22:58:53 startup archives unpack
2022-02-21 22:58:53 upgrade ncurses-bin:amd64 6.2-0ubuntu2 6.2-0ubuntu2
2022-02-21 22:58:53 status half-configured ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status half-installed ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 startup packages configure
2022-02-21 22:58:53 configure ncurses-bin:amd64 6.2-0ubuntu2 <none>
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status half-configured ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status installed ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:54 startup packages configure
2022-02-21 22:58:55 startup archives unpack
2022-02-21 22:58:55 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 startup packages configure
2022-02-21 22:58:55 configure passwd:amd64 1:4.8.1-1ubuntu5 <none>
2022-02-21 22:58:55 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status installed passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 startup packages configure
2022-02-21 22:58:56 startup archives unpack
2022-02-21 22:58:56 upgrade perl-base:amd64 5.30.0-9build1 5.30.0-9build1
2022-02-21 22:58:56 status half-configured perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:56 status unpacked perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:56 status half-installed perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:56 status unpacked perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:57 startup packages configure
2022-02-21 22:58:57 configure perl-base:amd64 5.30.0-9build1 <none>
2022-02-21 22:58:57 status unpacked perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:57 status half-configured perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:57 status installed perl-base:amd64 5.30.0-9build1
2022-02-21 22:58:57 startup packages configure
2022-02-21 22:58:58 startup archives unpack
2022-02-21 22:58:58 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 startup packages configure
2022-02-21 22:58:58 configure procps:amd64 2:3.3.16-1ubuntu2 <none>
2022-02-21 22:58:58 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:58 status installed procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:58:59 startup archives unpack
2022-02-21 22:58:59 upgrade sed:amd64 4.7-1 4.7-1
2022-02-21 22:58:59 status half-configured sed:amd64 4.7-1
2022-02-21 22:58:59 status unpacked sed:amd64 4.7-1
2022-02-21 22:58:59 status half-installed sed:amd64 4.7-1
2022-02-21 22:58:59 status unpacked sed:amd64 4.7-1
2022-02-21 22:58:59 startup packages configure
2022-02-21 22:58:59 configure sed:amd64 4.7-1 <none>
2022-02-21 22:58:59 status unpacked sed:amd64 4.7-1
2022-02-21 22:58:59 status half-configured sed:amd64 4.7-1
2022-02-21 22:58:59 status installed sed:amd64 4.7-1
2022-02-21 22:59:00 startup packages configure
2022-02-21 22:59:01 startup archives unpack
2022-02-21 22:59:01 upgrade sensible-utils:all 0.0.12+nmu1 0.0.12+nmu1
2022-02-21 22:59:01 status half-configured sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 status unpacked sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 status half-installed sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 status unpacked sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 startup packages configure
2022-02-21 22:59:01 configure sensible-utils:all 0.0.12+nmu1 <none>
2022-02-21 22:59:01 status unpacked sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 status half-configured sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:01 status installed sensible-utils:all 0.0.12+nmu1
2022-02-21 22:59:02 startup archives unpack
2022-02-21 22:59:02 upgrade sysvinit-utils:amd64 2.96-2.1ubuntu1 2.96-2.1ubuntu1
2022-02-21 22:59:02 status half-configured sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 status half-installed sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 startup packages configure
2022-02-21 22:59:02 configure sysvinit-utils:amd64 2.96-2.1ubuntu1 <none>
2022-02-21 22:59:02 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 status half-configured sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 status installed sysvinit-utils:amd64 2.96-2.1ubuntu1
2022-02-21 22:59:02 startup packages configure
2022-02-21 22:59:03 startup archives unpack
2022-02-21 22:59:03 upgrade tar:amd64 1.30+dfsg-7 1.30+dfsg-7
2022-02-21 22:59:03 status half-configured tar:amd64 1.30+dfsg-7
2022-02-21 22:59:03 status unpacked tar:amd64 1.30+dfsg-7
2022-02-21 22:59:03 status half-installed tar:amd64 1.30+dfsg-7
2022-02-21 22:59:03 status unpacked tar:amd64 1.30+dfsg-7
2022-02-21 22:59:04 startup packages configure
2022-02-21 22:59:04 configure tar:amd64 1.30+dfsg-7 <none>
2022-02-21 22:59:04 status unpacked tar:amd64 1.30+dfsg-7
2022-02-21 22:59:04 status half-configured tar:amd64 1.30+dfsg-7
2022-02-21 22:59:04 status installed tar:amd64 1.30+dfsg-7
2022-02-21 22:59:04 startup packages configure
2022-02-21 22:59:05 startup archives unpack
2022-02-21 22:59:05 upgrade ubuntu-keyring:all 2020.02.11.2 2020.02.11.2
2022-02-21 22:59:05 status half-configured ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 status unpacked ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 status half-installed ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 status unpacked ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 startup packages configure
2022-02-21 22:59:05 configure ubuntu-keyring:all 2020.02.11.2 <none>
2022-02-21 22:59:05 status unpacked ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 status half-configured ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 status installed ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:05 startup packages configure
2022-02-21 22:59:06 startup archives unpack
2022-02-21 22:59:06 upgrade util-linux:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9
2022-02-21 22:59:06 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:06 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:06 status half-installed util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:06 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:06 startup packages configure
2022-02-21 22:59:06 configure util-linux:amd64 2.34-0.1ubuntu9 <none>
2022-02-21 22:59:06 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:06 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:07 status installed util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:07 startup packages configure
2022-02-21 22:59:08 startup archives unpack
2022-02-21 22:59:08 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:08 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 startup packages configure
2022-02-21 22:59:08 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 <none>
2022-02-21 22:59:08 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:08 startup packages configure
2022-02-21 22:59:08 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:59:08 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:08 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:11 startup archives unpack
2022-02-21 22:59:11 upgrade ubuntu-keyring:all 2020.02.11.2 2020.02.11.4
2022-02-21 22:59:11 status half-configured ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:11 status unpacked ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:11 status half-installed ubuntu-keyring:all 2020.02.11.2
2022-02-21 22:59:11 status unpacked ubuntu-keyring:all 2020.02.11.4
2022-02-21 22:59:11 startup packages configure
2022-02-21 22:59:11 configure ubuntu-keyring:all 2020.02.11.4 <none>
2022-02-21 22:59:11 status unpacked ubuntu-keyring:all 2020.02.11.4
2022-02-21 22:59:11 status half-configured ubuntu-keyring:all 2020.02.11.4
2022-02-21 22:59:11 status installed ubuntu-keyring:all 2020.02.11.4
2022-02-21 22:59:11 startup packages configure
2022-02-21 22:59:13 startup archives unpack
2022-02-21 22:59:13 upgrade gcc-10-base:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status half-configured gcc-10-base:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked gcc-10-base:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status half-installed gcc-10-base:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup packages configure
2022-02-21 22:59:13 configure gcc-10-base:amd64 10.3.0-1ubuntu1~20.04 <none>
2022-02-21 22:59:13 status unpacked gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status half-configured gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status installed gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup archives unpack
2022-02-21 22:59:13 upgrade libgcc-s1:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:13 status half-configured libgcc-s1:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked libgcc-s1:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status half-installed libgcc-s1:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup packages configure
2022-02-21 22:59:13 configure libgcc-s1:amd64 10.3.0-1ubuntu1~20.04 <none>
2022-02-21 22:59:13 status unpacked libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status half-configured libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status installed libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup archives unpack
2022-02-21 22:59:13 upgrade libstdc++6:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status half-configured libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status half-installed libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:59:13 status unpacked libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup packages configure
2022-02-21 22:59:13 configure libstdc++6:amd64 10.3.0-1ubuntu1~20.04 <none>
2022-02-21 22:59:13 status unpacked libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status half-configured libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 status installed libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2022-02-21 22:59:13 startup archives unpack
2022-02-21 22:59:13 upgrade libc6:amd64 2.31-0ubuntu9 2.31-0ubuntu9.2
2022-02-21 22:59:13 status half-configured libc6:amd64 2.31-0ubuntu9
2022-02-21 22:59:13 status unpacked libc6:amd64 2.31-0ubuntu9
2022-02-21 22:59:13 status half-installed libc6:amd64 2.31-0ubuntu9
2022-02-21 22:59:13 status unpacked libc6:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:13 startup packages configure
2022-02-21 22:59:13 configure libc6:amd64 2.31-0ubuntu9.2 <none>
2022-02-21 22:59:13 status unpacked libc6:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:13 status half-configured libc6:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:13 status installed libc6:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:13 startup archives unpack
2022-02-21 22:59:13 upgrade base-files:amd64 11ubuntu5 11ubuntu5.5
2022-02-21 22:59:13 status half-configured base-files:amd64 11ubuntu5
2022-02-21 22:59:13 status unpacked base-files:amd64 11ubuntu5
2022-02-21 22:59:13 status half-installed base-files:amd64 11ubuntu5
2022-02-21 22:59:13 status unpacked base-files:amd64 11ubuntu5.5
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure base-files:amd64 11ubuntu5.5 <none>
2022-02-21 22:59:14 status unpacked base-files:amd64 11ubuntu5.5
2022-02-21 22:59:14 status half-configured base-files:amd64 11ubuntu5.5
2022-02-21 22:59:14 status installed base-files:amd64 11ubuntu5.5
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade bash:amd64 5.0-6ubuntu1 5.0-6ubuntu1.1
2022-02-21 22:59:14 status half-configured bash:amd64 5.0-6ubuntu1
2022-02-21 22:59:14 status unpacked bash:amd64 5.0-6ubuntu1
2022-02-21 22:59:14 status half-installed bash:amd64 5.0-6ubuntu1
2022-02-21 22:59:14 status unpacked bash:amd64 5.0-6ubuntu1.1
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure bash:amd64 5.0-6ubuntu1.1 <none>
2022-02-21 22:59:14 status unpacked bash:amd64 5.0-6ubuntu1.1
2022-02-21 22:59:14 status half-configured bash:amd64 5.0-6ubuntu1.1
2022-02-21 22:59:14 status installed bash:amd64 5.0-6ubuntu1.1
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade bsdutils:amd64 1:2.34-0.1ubuntu9 1:2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed bsdutils:amd64 1:2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure bsdutils:amd64 1:2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed bsdutils:amd64 1:2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade login:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:14 status half-configured login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:14 status unpacked login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:14 status half-installed login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:14 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure login:amd64 1:4.8.1-1ubuntu5.20.04.1 <none>
2022-02-21 22:59:14 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:14 status half-configured login:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:14 status installed login:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade perl-base:amd64 5.30.0-9build1 5.30.0-9ubuntu0.2
2022-02-21 22:59:14 status half-configured perl-base:amd64 5.30.0-9build1
2022-02-21 22:59:14 status unpacked perl-base:amd64 5.30.0-9build1
2022-02-21 22:59:14 status half-installed perl-base:amd64 5.30.0-9build1
2022-02-21 22:59:14 status unpacked perl-base:amd64 5.30.0-9ubuntu0.2
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure perl-base:amd64 5.30.0-9ubuntu0.2 <none>
2022-02-21 22:59:14 status unpacked perl-base:amd64 5.30.0-9ubuntu0.2
2022-02-21 22:59:14 status half-configured perl-base:amd64 5.30.0-9ubuntu0.2
2022-02-21 22:59:14 status installed perl-base:amd64 5.30.0-9ubuntu0.2
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade tar:amd64 1.30+dfsg-7 1.30+dfsg-7ubuntu0.20.04.1
2022-02-21 22:59:14 status half-configured tar:amd64 1.30+dfsg-7
2022-02-21 22:59:14 status unpacked tar:amd64 1.30+dfsg-7
2022-02-21 22:59:14 status half-installed tar:amd64 1.30+dfsg-7
2022-02-21 22:59:14 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure tar:amd64 1.30+dfsg-7ubuntu0.20.04.1 <none>
2022-02-21 22:59:14 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2022-02-21 22:59:14 status half-configured tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2022-02-21 22:59:14 status installed tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libblkid1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libblkid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libblkid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libblkid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libblkid1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libblkid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libblkid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libuuid1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libuuid1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libfdisk1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 upgrade libmount1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libmount1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libsmartcols1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libsmartcols1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade fdisk:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 upgrade util-linux:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status half-installed util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure util-linux:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status half-configured util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status installed util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libc-bin:amd64 2.31-0ubuntu9 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status half-installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libc-bin:amd64 2.31-0ubuntu9.2 <none>
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status installed libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libgcrypt20:amd64 1.8.5-5ubuntu1 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status half-installed libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libgcrypt20:amd64 1.8.5-5ubuntu1.1 <none>
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status half-configured libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status installed libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade liblz4-1:amd64 1.9.2-2 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status half-configured liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status half-installed liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1 <none>
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status half-configured liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status installed liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade liblzma5:amd64 5.2.4-1 5.2.4-1ubuntu1
2022-02-21 22:59:15 status half-configured liblzma5:amd64 5.2.4-1
2022-02-21 22:59:15 status unpacked liblzma5:amd64 5.2.4-1
2022-02-21 22:59:15 status half-installed liblzma5:amd64 5.2.4-1
